early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,81.96,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,74.61,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1017,CPF,CENTRAL PACIFIC FINANCIAL CORP,RUSSELL2000,Financials,52.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.45,47.34,10.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1018,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,52.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.04,51.06,15.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1019,AIN,ALBANY INTERNATIONAL CORP CLASS A,RUSSELL2000,Industrials,52.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.37,48.92,13.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1020,KURA,KURA ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,52.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.56,47.96,10.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1021,NEWT,NEWTEKONE INC,NASDAQ+RUSSELL2000,Financials,52.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.33,48.52,12.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1022,SLP,SIMULATIONS PLUS INC,NASDAQ+RUSSELL2000,Health Care,52.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.74,48.6,11.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1023,RELL,RICHARDSON ELECTRONICS LTD,NASDAQ+RUSSELL2000,Information Technology,52.22,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.27,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1024,ACMR,ACM RESEARCH CLASS A INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,52.2,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.68,48.39,13.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1025,ACVA,ACV AUCTIONS INC CLASS A,RUSSELL2000,Industrials,52.19,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.21,47.89,11.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1026,WRBY,WARBY PARKER INC CLASS A,RUSSELL2000,Consumer Discretionary,52.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.15,46.88,10.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1027,BFH,BREAD FINANCIAL HOLDINGS INC,RUSSELL2000,Financials,52.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.18,49.89,15.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1028,UVE,UNIVERSAL INSURANCE HOLDINGS INC,RUSSELL2000,Financials,52.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.57,47.76,11.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1029,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,RUSSELL2000,Financials,52.09,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.91,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1030,GOLF,ACUSHNET HOLDINGS CORP,RUSSELL2000,Consumer Discretionary,52.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,92.25,52.7,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1031,RELY,REMITLY GLOBAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,52.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.23,47.5,11.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1032,LZB,LA-Z-BOY INC,RUSSELL2000,Consumer Discretionary,52.03,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.47,46.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1033,FRD,FRIEDMAN INDUSTRIES INC,NASDAQ+RUSSELL2000,Materials,52.02,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,95.09,53.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1034,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,52.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.47,47.34,11.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1035,HCI,HCI GROUP INC,RUSSELL2000,Financials,51.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.24,48.5,13.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1036,SEG,SEAPORT ENTERTAINMENT GROUP INC,RUSSELL2000,Real Estate,51.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.15,47.28,11.14,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1037,FULT,FULTON FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.6,47.77,11.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1038,HOPE,HOPE BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.13,47.48,11.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1039,PSMT,PRICESMART INC,NASDAQ+RUSSELL2000,Consumer Staples,51.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.24,50.1,14.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1040,RRR,RED ROCK RESORTS ORS CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,51.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.49,47.75,11.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1041,GSBC,GREAT SOUTHERN BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.17,46.88,10.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1042,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,NASDAQ+RUSSELL2000,Financials,51.93,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.42,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1043,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,51.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.37,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1044,KREF,KKR REAL ESTATE FINANCE INC TRUST,RUSSELL2000,Financials,51.9,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.31,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1045,MLR,MILLER INDUSTRIES INC,RUSSELL2000,Industrials,51.9,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.7,46.99,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1046,PAYS,PAYSIGN INC,NASDAQ+RUSSELL2000,Financials,51.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.72,48.39,13.09,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1047,FBP,FIRST BANCORP,RUSSELL2000,Financials,51.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.19,46.89,10.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1048,USNA,USANA HEALTH SCIENCES INC,RUSSELL2000,Consumer Staples,51.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.57,48.36,11.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1049,BTSG,BRIGHTSPRING HEALTH SERVICES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,51.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.9,49.23,12.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1050,OSBC,OLD SECOND BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.26,47.1,10.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1051,CALY,CALLAWAY GOLF COMPANY,RUSSELL2000,Consumer Discretionary,51.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.95,49.44,14.82,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1052,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,51.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.49,48.15,12.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1053,CLDX,CELLDEX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,51.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.09,50.87,15.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1054,IMVT,IMMUNOVANT INC,NASDAQ+RUSSELL2000,Health Care,51.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.16,48.88,12.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1055,LFST,LIFESTANCE HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,51.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.15,53.48,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1056,OCFC,OCEANFIRST FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.58,46.77,10.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1057,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,51.86,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,79.78,51.21,17.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1058,FRST,PRIMIS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.01,49.65,15.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1059,HAFC,HANMI FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.06,46.66,10.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1060,PEBO,PEOPLES BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.04,47.66,11.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1061,TRN,TRINITY INDUSTRIES INC,RUSSELL2000,Industrials,51.8,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,62.77,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1062,TNET,TRINET GROUP INCINARY,RUSSELL2000,Industrials,51.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.53,46.96,10.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1063,WBTN,WEBTOON ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Communication,51.78,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,55.14,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1064,BZH,BEAZER HOMES INC,RUSSELL2000,Consumer Discretionary,51.75,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.15,47.48,11.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1065,GRND,GRINDR INC,RUSSELL2000,Communication,51.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.73,47.2,11.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1066,PINE,ALPINE INCOME PROPERTY TRUST INC,RUSSELL2000,Real Estate,51.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.68,47.39,11.58,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1067,ASTH,ASTRANA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,51.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.1,50.87,15.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1068,TIPT,TIPTREE INC,NASDAQ+RUSSELL2000,Financials,51.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.74,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1069,LCTX,LINEAGE CELL THERAPEUTICS INC,RUSSELL2000,Health Care,51.66,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,70.97,49.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
